timestamp,order_id,side,price,quantity,fee,cash,position,realized_pnl
2020-09-15T07:43:00.000000,25,buy,3.1715550913336967,3153.0273673394768,0.0,0.0,3153.0273673394768,0.0
2020-09-15T07:53:00.000000,35,sell,3.1801552732032765,3153.0273673394768,0.0,10027.116608798882,0.0,27.11660879888184
2020-09-15T13:52:00.000000,394,buy,3.2017255174569925,3131.785205860818,0.0,0.0,3131.785205860818,27.11660879888184
2020-09-15T13:55:00.000000,397,sell,3.2365734939759028,3131.785205860818,0.0,10136.25298611499,0.0,136.25298611499014
2020-09-15T14:47:00.000000,449,buy,3.121178306586293,3247.572548074401,0.0,0.0,3247.572548074401,136.25298611499014
2020-09-15T15:01:00.000000,463,sell,3.0557518078339467,3247.572548074401,0.0,9923.775684850247,0.0,-76.22431514975301
2020-09-15T23:30:00.000000,972,buy,2.9210574866385035,3397.3229661667274,0.0,0.0,3397.3229661667274,-76.22431514975301
2020-09-15T23:39:00.000000,981,sell,2.9378216671373565,3397.3229661667274,0.0,9980.729020267963,0.0,-19.270979732035407
2020-09-16T00:01:00.000000,1003,buy,2.8856633356001704,3458.7295396301442,0.0,0.0,3458.7295396301442,-19.270979732035407
2020-09-16T00:02:00.000000,1004,sell,2.9184870047169804,3458.7295396301442,0.0,10094.257214241321,0.0,94.25721424132104
2020-09-16T00:06:00.000000,1008,buy,2.877169072564023,3508.399040743791,0.0,0.0,3508.399040743791,94.25721424132104
2020-09-16T00:38:00.000000,1040,sell,2.630766922348769,3508.399040743791,0.0,9229.780146788915,0.0,-770.2198532110845
2020-09-16T00:40:00.000000,1042,buy,2.5764953915025646,3582.300273941603,0.0,0.0,3582.300273941603,-770.2198532110845
2020-09-16T00:59:00.000000,1061,sell,2.5535,3582.300273941603,0.0,9147.403749509884,0.0,-852.5962504901156
2020-09-16T14:45:00.000000,1887,buy,2.4825403624686935,3684.694874573359,0.0,0.0,3684.694874573359,-852.5962504901156
2020-09-16T15:02:00.000000,1904,sell,2.472258594084198,3684.694874573359,0.0,9109.518570241982,0.0,-890.4814297580168
2020-09-17T03:23:00.000000,2644,buy,2.5124006410973676,3625.8224190959936,0.0,0.0,3625.8224190959936,-890.4814297580168
2020-09-17T03:42:00.000000,2663,sell,2.5011364785327386,3625.8224190959936,0.0,9068.676717082808,0.0,-931.3232829171906
2020-09-17T08:26:00.000000,2947,buy,2.4737530821993583,3665.9587338523097,0.0,0.0,3665.9587338523097,-931.3232829171906
2020-09-17T08:29:00.000000,2950,sell,2.512749724258219,3665.9587338523097,0.0,9211.6367976294,0.0,-788.3632023705976
2020-09-17T09:03:00.000000,2984,buy,2.4252205564104328,3798.267655814174,0.0,0.0,3798.267655814174,-788.3632023705976
2020-09-17T09:12:00.000000,2993,sell,2.431020632658096,3798.267655814174,0.0,9233.667039642156,0.0,-766.3329603578428
2020-09-17T10:23:00.000000,3064,buy,2.461165546238369,3751.7456124618834,0.0,0.0,3751.7456124618834,-766.3329603578428
2020-09-17T10:38:00.000000,3079,sell,2.398189242383521,3751.7456124618834,0.0,8997.395967965664,0.0,-1002.6040320343348
2020-09-17T14:47:00.000000,3328,buy,2.5391732271182756,3543.435269352169,0.0,0.0,3543.435269352169,-1002.6040320343348
2020-09-17T14:50:00.000000,3331,sell,2.5844328661509115,3543.435269352169,0.0,9157.770569192053,0.0,-842.2294308079447
2020-09-17T22:06:00.000000,3766,buy,2.8442482750159956,3219.750768466424,0.0,0.0,3219.750768466424,-842.2294308079447
2020-09-17T22:25:00.000000,3785,sell,2.8438711136813333,3219.750768466424,0.0,9156.556203694938,0.0,-843.4437963050597
2020-09-18T01:01:00.000000,3941,buy,2.775703728468848,3298.8233253359276,0.0,0.0,3298.8233253359276,-843.4437963050597
2020-09-18T01:25:00.000000,3965,sell,2.753963639615946,3298.8233253359276,0.0,9084.83949149211,0.0,-915.1605085078877
2020-09-18T10:58:00.000000,4538,buy,3.016648156633124,3011.5674814499034,0.0,0.0,3011.5674814499034,-915.1605085078877
2020-09-18T11:03:00.000000,4543,sell,3.061929286978524,3011.5674814499034,0.0,9221.206671163613,0.0,-778.7933288363855
2020-09-18T13:49:00.000000,4709,buy,3.053173909268679,3020.203547256288,0.0,0.0,3020.203547256288,-778.7933288363855
2020-09-18T14:15:00.000000,4735,sell,2.989219515416594,3020.203547256288,0.0,9028.051383988919,0.0,-971.9486160110785
2020-09-18T15:07:00.000000,4787,buy,2.966431106792348,3043.405040931864,0.0,0.0,3043.405040931864,-971.9486160110785
2020-09-18T15:40:00.000000,4820,sell,2.851774709964881,3043.405040931864,0.0,8679.105527909123,0.0,-1320.8944720908758
